home,away,liga,data,hora,btts_liga,over_2.5_liga,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Avellino,Juve Stabia,Itália - Copa da Itália,"Dom, 04 Agosto 2024",15:45,100%,100%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Iwaki,Blaublitz Akita,Japão - 2ª Divisão do Japão,"Dom, 04 Agosto 2024",06:00,48%,46%,V D D D V,D D E D E,V D V V E,V D D V D,V D V E E,D D E V D,1.42,1.08,1.75,1.29,1.42,1.17,38%,25%,50%,2.42,2.5,2.33,1.38,1.17,1.58,1.04,1.33,0.75,46%,58%,33%,38%,25%,50%,25%,25%,25%,50%,42%,58%,1.52,1.56,1.47,1.3,1.41,1.17,33%,33%,33%,2,2.08,1.92,1,1.08,0.92,1,1,1,38%,42%,33%,29%,42%,17%,46%,33%,58%,38%,50%,25%,1.42,1.51,1.34,1.35,1.15,1.53
FS Jelgava,Valmiera / BSS,Letônia - Campeonato Letão,"Dom, 04 Agosto 2024",08:00,45%,56%,D D D V E,D V E E D,D D D D D,E E V E D,E E V V V,E V D V V,0.67,0.83,0.5,2,1.91,2.08,17%,17%,17%,3,2.33,3.67,0.67,0.75,0.58,2.33,1.58,3.08,42%,50%,33%,25%,33%,17%,46%,42%,50%,29%,33%,25%,1.26,1.09,1.43,1.74,1.66,1.82,58%,55%,62%,2.71,2.73,2.69,1.92,2,1.85,0.79,0.85,0.85,46%,45%,46%,46%,36%,54%,17%,27%,8%,54%,45%,62%,2.06,2.01,2.1,1.36,1.18,1.5
Tukums,Riga,Letônia - Campeonato Letão,"Dom, 04 Agosto 2024",10:00,45%,56%,D E D D E,D D V D D,E D E D D,V V V E V,V V V V V,V E V E V,0.96,1.17,0.75,2.29,2.58,2,25%,33%,17%,2.88,2.58,3.17,0.96,1.08,0.83,1.92,1.5,2.33,58%,67%,50%,25%,25%,25%,33%,25%,42%,25%,42%,8%,1.26,1.3,1.23,1.84,2.06,1.63,71%,83%,58%,3.04,2.75,3.33,2.38,2.42,2.33,0.67,1,1,46%,25%,67%,54%,75%,33%,0%,0%,0%,88%,92%,83%,2.02,1.94,2.1,1.1,0.96,1.23
Auda,BFC Daugavpils,Letônia - Campeonato Letão,"Dom, 04 Agosto 2024",12:00,45%,56%,V V D D D,V D D D V,V D V V D,D D V D V,V D D D V,D D V D E,1.29,1.33,1.25,1.48,1.82,1.17,38%,42%,33%,2.46,2.33,2.58,1.42,1.33,1.5,1.04,1,1.08,50%,42%,58%,25%,33%,17%,29%,25%,33%,46%,42%,50%,1.82,1.94,1.7,1.27,1.28,1.26,43%,55%,33%,2.65,3,2.33,1.26,1.73,0.83,1.39,1.5,1.5,35%,36%,33%,35%,45%,25%,39%,27%,50%,48%,55%,42%,1.29,1.25,1.32,1.81,1.83,1.8
Rīgas FS,Metta - LU,Letônia - Campeonato Letão,"Dom, 04 Agosto 2024",14:00,45%,56%,V V V V V,V V E V V,V V V V V,V E V D V,E V D E E,V D V D D,2.57,2.55,2.58,1.08,1.08,1.08,83%,82%,83%,3.83,4.36,3.33,3.13,3.73,2.58,0.7,0.64,0.75,52%,45%,58%,39%,45%,33%,9%,9%,8%,78%,82%,75%,2.2,2.31,2.09,0.9,0.83,0.98,29%,25%,33%,2.79,2.67,2.92,0.96,1.08,0.83,1.83,2.08,2.08,38%,50%,25%,21%,25%,17%,50%,33%,67%,33%,50%,17%,1.1,1.15,1.06,1.73,1.81,1.66
Džiugas Telšiai,Kauno Žalgiris,Lituânia - Campeonato da Lituânia,"Dom, 04 Agosto 2024",12:25,39%,41%,E D E V D,E D V D D,E D D E D,E V V D V,V V V V D,E V D E E,1.35,1.58,1.09,1.58,2,1.17,35%,42%,27%,2.26,2.08,2.45,0.96,1,0.91,1.3,1.08,1.55,35%,33%,36%,43%,42%,45%,39%,42%,36%,52%,58%,45%,1.36,1.43,1.28,1.51,1.39,1.64,46%,67%,25%,2.17,2.42,1.92,1.21,1.5,0.92,0.96,1,1,46%,42%,50%,33%,33%,33%,29%,25%,33%,50%,58%,42%,1.54,1.63,1.46,1.34,1.16,1.52
Dorados,Leones Negros de la Universidad de Guadalajara,México - 2ª Divisão do México,"Dom, 04 Agosto 2024",00:00,67%,17%,D,,D,E,E,,0,0,0,1,1,0,0%,0%,0%,1,0,1,0,0,0,1,0,1,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%,0%,0%,-0.35,0,0.65,0.81,0,1.81,0%,0%,0%,2,2,0,1,1,0,1,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0.35,1.35,0,0.5,1.5,0
Juárez W,Santos Laguna Women,México - Campeonato Mexicano Feminino,"Dom, 04 Agosto 2024",00:06,33%,46%,D D D,D,D D,D E D,E D,D,0,0,0,0.33,0.5,0,0%,0%,0%,2.33,1,3,0.67,0,1,1.67,1,2,33%,0%,50%,0%,0%,0%,67%,100%,50%,33%,0%,50%,0.88,0.94,0.85,1.06,0.89,1.14,0%,0%,0%,1,1,1,0,0,0,1,1,1,0%,0%,0%,33%,50%,0%,100%,100%,100%,0%,0%,0%,1.1,1.06,1.18,1.08,1.03,1.19
Sarpsborg 08,Sandefjord,Noruega - Campeonato Norueguês,"Dom, 04 Agosto 2024",12:00,56%,55%,E E V V D,E V D D D,E V D V D,V V E D D,V V D D D,E E E D D,1.13,0.88,1.38,1,1.5,0.5,31%,25%,38%,3.5,3.25,3.75,1.5,1.13,1.88,2,2.13,1.88,69%,63%,75%,13%,13%,13%,19%,25%,13%,44%,38%,50%,1.45,1.64,1.26,1.47,1.44,1.49,25%,50%,0%,3.25,3.63,2.88,1.5,1.88,1.13,1.75,1.75,1.75,75%,75%,75%,0%,0%,0%,25%,25%,25%,31%,25%,38%,1.38,1.48,1.29,1.48,1.42,1.55
HamKam,Viking,Noruega - Campeonato Norueguês,"Dom, 04 Agosto 2024",12:00,56%,55%,D V E V D,D E D V E,V V D V E,V D V V V,V V V V D,D V E V V,1.06,0.71,1.33,1.94,2.22,1.57,25%,14%,33%,2.25,1.57,2.78,1.13,0.57,1.56,1.13,1,1.22,50%,29%,67%,13%,29%,0%,44%,57%,33%,44%,29%,56%,1.2,1.14,1.24,1.43,1.35,1.49,56%,67%,43%,2.75,2.78,2.71,1.69,1.78,1.57,1.06,1.14,1.14,50%,56%,43%,38%,44%,29%,13%,0%,29%,63%,78%,43%,1.42,1.54,1.26,1.29,1.33,1.24
Fredrikstad,KFUM,Noruega - Campeonato Norueguês,"Dom, 04 Agosto 2024",12:00,56%,55%,E V E D E,E E E V V,V D E D V,E V V D D,E D E E D,V V D E V,1.69,1.43,1.89,1.38,0.63,2.13,44%,29%,56%,2.5,2.29,2.67,1.5,1.29,1.67,1,1,1,44%,43%,44%,44%,43%,44%,25%,43%,11%,56%,29%,78%,1.22,1.23,1.21,1.4,1.41,1.39,31%,0%,63%,2.88,2.75,3,1.44,1,1.88,1.44,1.13,1.13,75%,75%,75%,25%,25%,25%,13%,25%,0%,38%,38%,38%,1.3,1.48,1.12,1.18,1.03,1.33
Strømsgodset,Brann,Noruega - Campeonato Norueguês,"Dom, 04 Agosto 2024",12:00,56%,55%,D D D E E,D E E V D,D D E V D,E E D E V,E E V D V,E D V E V,1.19,1.29,1.11,1.76,1.89,1.63,31%,29%,33%,2.38,1.86,2.78,1,1,1,1.38,0.86,1.78,44%,43%,44%,25%,29%,22%,38%,29%,44%,44%,57%,33%,1.4,1.53,1.3,1.62,1.34,1.84,47%,56%,38%,2.65,2.22,3.13,1.47,1.33,1.63,1.18,1.5,1.5,59%,44%,75%,35%,44%,25%,18%,22%,13%,59%,78%,38%,1.76,1.95,1.54,1.23,1.06,1.42
Kristiansund,Lillestrøm,Noruega - Campeonato Norueguês,"Dom, 04 Agosto 2024",12:00,56%,55%,E D V E V,V V E D E,E D E D D,E V D V V,E V V D D,D V D V D,1.13,1.71,0.67,1.33,1,1.71,25%,43%,11%,2.81,3.29,2.44,1.31,1.86,0.89,1.5,1.43,1.56,69%,86%,56%,13%,14%,11%,25%,0%,44%,44%,43%,44%,1.15,1.43,0.96,1.87,1.62,2.04,40%,25%,57%,3.07,3.5,2.57,1.33,1.25,1.43,1.73,1.14,1.14,53%,63%,43%,13%,0%,29%,33%,38%,29%,47%,38%,57%,1.34,1.36,1.32,1.27,1.23,1.32
Rosenborg,Tromsø,Noruega - Campeonato Norueguês,"Dom, 04 Agosto 2024",14:15,56%,55%,E D V D E,V E V D D,E D D D E,E V D E V,E D D D V,V E V E D,1.2,1.86,0.63,1.06,1,1.14,33%,57%,13%,3.4,2.71,4,1.47,1.43,1.5,1.93,1.29,2.5,73%,71%,75%,13%,29%,0%,13%,0%,25%,53%,71%,38%,1.36,1.4,1.32,1.32,1.07,1.54,29%,30%,29%,2.47,3,1.71,1.06,1.4,0.57,1.41,1.14,1.14,35%,40%,29%,35%,30%,43%,47%,40%,57%,24%,20%,29%,1.45,1.51,1.38,1.29,1.22,1.4
Lyn,Stabæk,Noruega - First Division,"Dom, 04 Agosto 2024",09:30,63%,62%,V V D D V,V D E V V,V D V D E,V D E V D,V D V V D,E D V D E,1.5,1.63,1.38,1.63,2,1.25,38%,38%,38%,3.31,3,3.63,1.94,2,1.88,1.38,1,1.75,75%,88%,63%,13%,13%,13%,13%,0%,25%,75%,75%,75%,1.84,1.79,1.89,1.48,1.42,1.53,44%,63%,25%,4.06,4.25,3.88,2.25,2.63,1.88,1.81,2,2,63%,50%,75%,31%,50%,13%,13%,0%,25%,63%,88%,38%,1.9,1.94,1.87,1.68,1.46,1.91
Alianza,Costa del Este,Panamá - Campeonato do Panamá,"Dom, 04 Agosto 2024",18:00,53%,44%,E D D E V,E D D E V,E V E D D,E E D E E,E D V V D,E E E D E,1.33,1.2,1.5,1.6,1.6,1.6,33%,30%,38%,2.39,2.2,2.63,1.06,0.9,1.25,1.33,1.3,1.38,44%,30%,63%,28%,30%,25%,39%,50%,25%,39%,30%,50%,1.32,1.28,1.38,1.17,1.13,1.22,40%,40%,40%,2.15,2.3,2,1.2,1.3,1.1,0.95,0.9,0.9,55%,60%,50%,40%,30%,50%,25%,20%,30%,45%,50%,40%,1.11,1.14,1.09,1.38,1.35,1.4
UMECIT,CA Independiente de La Chorrera,Panamá - Campeonato do Panamá,"Dom, 04 Agosto 2024",20:15,53%,44%,D D E V E,D D E V E,D D D V E,V V D V V,V V V V D,V D E D V,1.17,1.3,1,1.58,2,1.2,28%,30%,25%,1.78,1.7,1.88,0.78,0.8,0.75,1,0.9,1.13,44%,40%,50%,39%,40%,38%,39%,40%,38%,33%,40%,25%,1.26,1.21,1.33,1.41,1.55,1.23,47%,67%,30%,2.58,2.56,2.6,1.47,1.78,1.2,1.11,1.4,1.4,58%,44%,70%,21%,33%,10%,26%,22%,30%,58%,67%,50%,1.5,1.53,1.48,1.19,1.2,1.19
Nacional-PAR,Sportivo Ameliano,Paraguai - Campeonato Paraguaio,"Dom, 04 Agosto 2024",17:00,52%,45%,V E D V V,E D V V D,V V D V D,D E D D D,E D D D D,D D D E V,1.08,1.08,1.08,1,1.08,0.92,29%,25%,33%,2.58,2.33,2.83,1.08,1.08,1.08,1.5,1.25,1.75,46%,50%,42%,13%,17%,8%,46%,42%,50%,42%,42%,42%,1.36,1.52,1.2,1.46,1.4,1.52,25%,33%,17%,2.08,2.25,1.92,0.71,0.75,0.67,1.38,1.25,1.25,42%,33%,50%,29%,25%,33%,42%,50%,33%,33%,33%,33%,1.35,1.49,1.22,1.35,1.27,1.42
Cerro Porteño,Sportivo Luqueño,Paraguai - Campeonato Paraguaio,"Dom, 04 Agosto 2024",19:30,52%,45%,V E V D V,V D V E V,E V V V V,V E D V V,V D D E D,E V V V V,2.13,1.91,2.33,1.63,1.25,2,61%,55%,67%,2.48,2,2.92,1.83,1.45,2.17,0.65,0.55,0.75,48%,27%,67%,43%,55%,33%,13%,27%,0%,74%,64%,83%,1.69,1.78,1.61,0.98,1.03,0.95,46%,33%,58%,2.08,2.42,1.75,1.13,1,1.25,0.96,0.5,0.5,38%,42%,33%,46%,33%,58%,29%,33%,25%,42%,33%,50%,1.38,1.43,1.32,1.4,1.46,1.35
3 de Febrero,Guaireña,Paraguai - 2ª Divisão do Paraguai,"Dom, 04 Agosto 2024",11:00,49%,41%,E D V V D,D V V E D,E D E D D,V E V E D,V V E E V,E D E V D,0.83,1,0.67,1.56,1.78,1.33,17%,22%,11%,1.78,2.33,1.22,0.61,0.89,0.33,1.17,1.44,0.89,44%,67%,22%,22%,11%,33%,50%,22%,78%,28%,33%,22%,1.08,1.26,0.84,1.46,1.46,1.46,39%,44%,33%,1.78,1.89,1.67,1.06,1.22,0.89,0.72,0.78,0.78,44%,56%,33%,44%,44%,44%,33%,22%,44%,33%,44%,22%,1.19,1.12,1.25,1.34,1.05,1.56
Independiente FBC,Atlético Tembetary,Paraguai - 2ª Divisão do Paraguai,"Dom, 04 Agosto 2024",11:00,49%,41%,E D D D V,D V E V V,E D D E V,V V V V E,V V V V D,V E E E V,1.28,1.89,0.67,2,2.33,1.67,33%,56%,11%,2.06,2.22,1.89,1,1.33,0.67,1.06,0.89,1.22,50%,44%,56%,28%,33%,22%,33%,22%,44%,61%,78%,44%,1.5,1.45,1.54,1.28,1.25,1.32,61%,78%,44%,2.17,2.33,2,1.39,1.33,1.44,0.78,0.56,0.56,39%,44%,33%,39%,33%,44%,22%,22%,22%,61%,67%,56%,1.49,1.41,1.57,1.3,1.14,1.43
Sporting Cristal,Carlos Manucci,Peru - Campeonato Peruano,"Dom, 04 Agosto 2024",13:00,46%,51%,E V V D V,V V V V V,E D V D D,V D E D E,V E E E V,D D E D D,2.24,2.7,1.82,0.86,1.36,0.3,71%,90%,55%,4,4.2,3.82,2.71,3.4,2.09,1.29,0.8,1.73,71%,60%,82%,29%,40%,18%,0%,0%,0%,81%,80%,82%,1.6,1.89,1.33,1.47,1.11,1.79,19%,36%,0%,2.81,2.64,3,0.71,0.91,0.5,2.1,2.5,2.5,33%,36%,30%,24%,36%,10%,57%,45%,70%,19%,36%,0%,1.17,1.3,1.02,1.57,1.3,1.87
Unión Comercio,Melgar,Peru - Campeonato Peruano,"Dom, 04 Agosto 2024",15:10,46%,51%,D E D E D,D E E D E,D E D D E,V D V V V,V V V V V,D V V V V,0.5,0.78,0.27,2.24,2.73,1.7,5%,11%,0%,2.75,3.33,2.27,0.9,1.33,0.55,1.85,2,1.73,60%,78%,45%,15%,11%,18%,35%,11%,55%,25%,44%,9%,1.07,1.21,0.96,1.54,1.38,1.67,71%,91%,50%,3.33,3.09,3.6,2.19,2.27,2.1,1.14,1.5,1.5,62%,55%,70%,33%,45%,20%,10%,0%,20%,81%,91%,70%,1.67,1.91,1.42,1.16,0.98,1.36
ADT,Atlético Grau,Peru - Campeonato Peruano,"Dom, 04 Agosto 2024",17:20,46%,51%,D V V V D,V V V V V,D V D E V,V E E D V,V E V E D,E D E D D,1.76,2.6,1,1.2,1.64,0.67,52%,80%,27%,3.14,2.7,3.55,1.76,2.1,1.45,1.38,0.6,2.09,57%,50%,64%,33%,50%,18%,10%,0%,18%,62%,80%,45%,1.62,1.96,1.29,1.23,1.03,1.42,25%,36%,11%,2.05,2.18,1.89,1.15,1.55,0.67,0.9,1.22,1.22,40%,45%,33%,45%,55%,33%,35%,18%,56%,35%,45%,22%,1.42,1.64,1.16,1.11,0.84,1.44
Universitario,UTC,Peru - Campeonato Peruano,"Dom, 04 Agosto 2024",22:00,46%,51%,D V E V V,V V V V V,D E E D V,E D V D E,E V D D V,D D E D D,2.24,3,1.55,0.95,1.55,0.3,67%,100%,36%,2.43,3.1,1.82,1.95,2.9,1.09,0.48,0.2,0.73,29%,20%,36%,62%,80%,45%,24%,0%,45%,67%,80%,55%,1.65,1.87,1.45,1.17,0.94,1.39,24%,45%,0%,2.76,3.55,1.9,1.14,1.82,0.4,1.62,1.5,1.5,52%,64%,40%,19%,36%,0%,33%,9%,60%,33%,55%,10%,1.36,1.53,1.17,1.38,1.32,1.45
Motor Lublin,Korona Kielce,Polônia - Campeonato Polonês,"Dom, 04 Agosto 2024",09:45,39%,30%,V D,D,V,D D,D,D,1.5,0,3,0,0,0,50%,0%,100%,2,2,2,1,0,2,1,2,0,0%,0%,0%,50%,0%,100%,50%,100%,0%,50%,0%,100%,1.29,1,1.57,1.5,1.86,1.13,0%,0%,0%,2,1,3,0,0,0,2,3,3,0%,0%,0%,0%,0%,0%,100%,100%,100%,0%,0%,0%,1.08,0.86,1.29,1.33,1.01,1.66
Legia Warszawa,Piast Gliwice,Polônia - Campeonato Polonês,"Dom, 04 Agosto 2024",15:15,39%,30%,V V,V,V,V E,V,E,3,3,3,2,3,1,100%,100%,100%,1.5,2,1,1.5,2,1,0,0,0,0%,0%,0%,100%,100%,100%,0%,0%,0%,100%,100%,100%,1.37,1.73,1.01,0.79,0.71,0.86,50%,100%,0%,2,2,2,1.5,2,1,0.5,1,1,50%,0%,100%,50%,100%,0%,0%,0%,0%,100%,100%,100%,1.8,1.34,2.26,0.81,0.91,0.72
Stal Rzeszów,Miedź Legnica,Polônia - 2ª Divisão da Polônia,"Dom, 04 Agosto 2024",07:00,50%,50%,D V,V,D,V E,V,E,1.5,3,0,2,3,1,50%,100%,0%,2,1,3,1,1,1,1,0,2,50%,0%,100%,50%,100%,0%,0%,0%,0%,50%,100%,0%,2.26,1.75,2.76,1.49,2.17,0.81,50%,100%,0%,5,6,4,3,4,2,2,2,2,100%,100%,100%,0%,0%,0%,0%,0%,0%,100%,100%,100%,1.77,1.87,1.66,1.98,1.75,2.21
Znicz Pruszków,Wisła Kraków,Polônia - 2ª Divisão da Polônia,"Dom, 04 Agosto 2024",09:30,50%,50%,E V,,E V,E,E,,2,0,2,1,1,0,50%,0%,50%,0.5,0,0.5,0.5,0,0.5,0,0,0,0%,0%,0%,100%,0%,100%,50%,0%,50%,50%,0%,50%,1.07,0,1.57,1.06,0,1.56,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,100%,0%,100%,100%,0%,0%,0%,0%,1.09,2.09,0,0.25,1.25,0
Nieciecza,Odra Opole,Polônia - 2ª Divisão da Polônia,"Dom, 04 Agosto 2024",12:00,50%,50%,V V,V,V,V D,V D,,3,3,3,1.5,1.5,0,100%,100%,100%,3.5,3,4,3.5,3,4,0,0,0,0%,0%,0%,100%,100%,100%,0%,0%,0%,100%,100%,100%,1.99,1.74,2.25,0.92,0.81,1.03,50%,50%,0%,3.5,3.5,0,2,2,0,1.5,0,0,50%,50%,0%,0%,0%,0%,50%,50%,0%,50%,50%,0%,1.23,1.73,0,0.45,0.95,0
Atlético CP,1 Dezembro,Portugal - 3ª Divisão de Portugal,"Dom, 04 Agosto 2024",07:00,40%,40%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
São João Ver,Lusitania Lourosa,Portugal - 3ª Divisão de Portugal,"Dom, 04 Agosto 2024",12:00,40%,40%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Fafe,Vilaverdense,Portugal - 3ª Divisão de Portugal,"Dom, 04 Agosto 2024",14:00,40%,40%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
České Budějovice,Pardubice,República Tcheca - Campeonato Tcheco,"Dom, 04 Agosto 2024",09:30,33%,39%,D D,D,D,D D,D,D,0,0,0,0,0,0,0%,0%,0%,3,2,4,0,0,0,3,2,4,0%,0%,0%,0%,0%,0%,100%,100%,100%,0%,0%,0%,0.92,1.33,0.5,2.24,2.08,2.4,0%,0%,0%,2,1,3,0.5,0,1,1.5,2,2,50%,0%,100%,0%,0%,0%,50%,100%,0%,50%,0%,100%,1.13,1.22,1.03,2.14,2.37,1.9
Hradec Králové,Mladá Boleslav,República Tcheca - Campeonato Tcheco,"Dom, 04 Agosto 2024",12:00,33%,39%,D V,V,D,V D,V,D,1.5,3,0,1.5,3,0,50%,100%,0%,1,1,1,0.5,1,0,0.5,0,1,0%,0%,0%,50%,100%,0%,50%,0%,100%,50%,100%,0%,0.95,1.19,0.71,1.43,1.21,1.64,50%,100%,0%,2.5,3,2,1.5,3,0,1,2,2,0%,0%,0%,50%,100%,0%,50%,0%,100%,50%,100%,0%,1.35,1.76,0.94,1.66,1.5,1.81
Slavia Praha U21,Chrudim,República Tcheca - 2ª Divisão da República Tcheca,"Dom, 04 Agosto 2024",05:15,54%,46%,V V D,V,V D,V D V,V V,D,2,3,1.5,2,3,0,67%,100%,50%,3.67,3,4,2.33,2,2.5,1.33,1,1.5,67%,100%,50%,33%,0%,50%,0%,0%,0%,67%,100%,50%,1.63,1.85,1.52,1.3,0.87,1.52,67%,100%,0%,2,2,2,1.33,2,0,0.67,2,2,0%,0%,0%,67%,100%,0%,33%,0%,100%,67%,100%,0%,1.53,1.61,1.38,1.52,1.52,1.52
Viktoria Žižkov,Prostějov,República Tcheca - 2ª Divisão da República Tcheca,"Dom, 04 Agosto 2024",05:15,54%,46%,E D E,D,E E,D E E,D,E E,0.67,0,1,0.67,0,1,0%,0%,0%,3,5,2,1,1,1,2,4,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,33%,0%,50%,1.38,2.23,0.97,1.54,1.88,1.38,0%,0%,0%,0.67,2,0,0,0,0,0.67,0,0,0%,0%,0%,67%,0%,100%,100%,100%,100%,0%,0%,0%,1.03,1.66,0.72,1.23,1.27,1.2
Baník Ostrava U21,Vyškov,República Tcheca - 2ª Divisão da República Tcheca,"Dom, 04 Agosto 2024",05:15,54%,46%,V E,,V E,E E E,E E,E,2,0,2,1,1,1,50%,0%,50%,3.5,0,3.5,2,0,2,1.5,0,1.5,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.73,0,1.23,1.02,0,1.52,0%,0%,0%,1.33,1,2,0.67,0.5,1,0.67,1,1,67%,50%,100%,33%,50%,0%,33%,50%,0%,33%,50%,0%,1.2,0.94,1.74,1.17,1.15,1.21
Líšeň,Sparta Praha II,República Tcheca - 2ª Divisão da República Tcheca,"Dom, 04 Agosto 2024",11:00,54%,46%,D E E,E E,D,V D E,V E,D,0.67,1,0,1.33,2,0,0%,0%,0%,4,4,4,1.67,2,1,2.33,2,3,100%,100%,100%,0%,0%,0%,0%,0%,0%,33%,50%,0%,1.65,1.77,1.42,1.56,1.79,1.12,33%,50%,0%,3.67,4,3,2.33,3,1,1.33,2,2,67%,50%,100%,33%,50%,0%,0%,0%,0%,67%,100%,0%,1.33,1.57,0.87,1.22,0.91,1.85
Vlašim,Líšeň,República Tcheca - 2ª Divisão da República Tcheca,"Dom, 04 Agosto 2024",12:00,54%,46%,E V E,V,E E,D V E,D E,V,1.67,3,1,1.33,0.5,3,33%,100%,0%,3.33,2,4,2,2,2,1.33,0,2,67%,0%,100%,33%,100%,0%,0%,0%,0%,33%,100%,0%,1.63,1.52,1.7,1.2,1.38,1.11,33%,0%,100%,3,2,5,1.33,0,4,1.67,1,1,33%,0%,100%,33%,50%,0%,67%,100%,0%,33%,0%,100%,1.75,1.69,1.88,1.87,1.7,2.23
Vysočina Jihlava,Táborsko,República Tcheca - 2ª Divisão da República Tcheca,"Dom, 04 Agosto 2024",12:00,54%,46%,D E D,E D,D,D D V,D V,D,0.33,0.5,0,1,1.5,0,0%,0%,0%,2.67,2,4,0.33,0.5,0,2.33,1.5,4,33%,50%,0%,0%,0%,0%,67%,50%,100%,33%,50%,0%,1.35,1.73,0.61,1.7,1.66,1.79,33%,50%,0%,2.67,3.5,1,1.33,2,0,1.33,1,1,67%,100%,0%,0%,0%,0%,33%,0%,100%,67%,100%,0%,1.26,1.52,0.75,1.1,1.14,1.02
CS U Craiova,Petrolul 52,Romênia - Campeonato Romeno,"Dom, 04 Agosto 2024",13:00,54%,38%,V V E,V,V E,V D E,V E,D,2.33,3,2,1.33,2,0,67%,100%,50%,2.67,6,1,2,4,1,0.67,2,0,33%,100%,0%,67%,0%,100%,33%,0%,50%,67%,100%,50%,1.88,2.09,1.78,1.12,1.13,1.11,33%,50%,0%,2,0.5,5,0.67,0.5,1,1.33,4,4,33%,0%,100%,67%,100%,0%,33%,50%,0%,33%,50%,0%,0.75,0.81,0.65,1.06,1.09,1
CFR Cluj,Universitatea Cluj,Romênia - Campeonato Romeno,"Dom, 04 Agosto 2024",16:00,54%,38%,D E V,D V,E,E V E,V,E E,1.33,1.5,1,1.67,3,1,33%,50%,0%,3.67,3.5,4,1.67,1.5,2,2,2,2,67%,50%,100%,0%,0%,0%,33%,50%,0%,33%,0%,100%,1.54,1.69,1.23,1.29,1.09,1.69,33%,100%,0%,2,4,1,1.33,3,0.5,0.67,0.5,0.5,67%,100%,50%,33%,0%,50%,33%,0%,50%,33%,100%,0%,1.09,1.57,0.85,1.36,0.91,1.59
Csikszereda,Ceahlăul Piatra Neamţ,Romênia - 2ª Divisão da Romênia,"Dom, 04 Agosto 2024",11:00,56%,43%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
